Facility ID,Hospital Name,Indicator Name,Year,Infections Observed,Infections Predicted,Denominator,Indicator Value,Indicator Lower Confidence Limit,Indicator Upper Confidence Limit,Indicator Units,Comparison Results,Location 1
938,Peconic Bay Medical Center,CDI Possibly-My-Hospital Associated,2011,13,,"32,396",4.01,,,"# possibly-my-hospital cases per 10,000 patient days, not risk-adjusted",Not compared,"(40.933663, -72.6743)"
938,Peconic Bay Medical Center,CDI Hospital Onset,2011,30,37.76,"19,098",10.2,6.04,16.04,"# hospital onset cases per 10,000 patient days at risk, risk-adjusted",Not significantly different than NYS 2011 average,"(40.933663, -72.6743)"
938,Peconic Bay Medical Center,CDI Community Onset Not-My-Hospital,2011,17,,"7,435",0.23,,,"# community onset not-my-hospital cases per 100 admissions, not risk-adjusted",Not compared,"(40.933663, -72.6743)"
943,St Catherine of Siena Hospital,SSI Overall Standardized Infection Ratio,2011,5,3.62,,1.38,0.45,3.22,,Not significantly different than NYS 2011 average,"(40.867522, -73.220213)"
1061,Montefiore Mount Vernon Hospital,SSI Colon,2011,,,,,,,"# SSI per 100 procedures, risk-adjusted","Not compared, less than 20 procedures","(40.912461, -73.840002)"
943,St Catherine of Siena Hospital,SSI Hip,2011,1,1.03,84,1.12,0.03,6.26,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2011 average,"(40.867522, -73.220213)"
943,St Catherine of Siena Hospital,SSI Colon,2011,4,2.59,53,7.66,2.09,19.6,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2011 average,"(40.867522, -73.220213)"
943,St Catherine of Siena Hospital,CLABSI Overall Standardized Infection Ratio,2011,6,4.16,,1.44,0.53,3.14,,Not significantly different than NYS 2011 average,"(40.867522, -73.220213)"
943,St Catherine of Siena Hospital,CLABSI Medical Surgical ICU,2011,4,2.11,"1,645",2.43,0.66,6.23,# CLABSI per 1000 line days,Not significantly different than NYS 2011 average,"(40.867522, -73.220213)"
943,St Catherine of Siena Hospital,CLABSI Coronary ICU,2011,2,2.05,"1,444",1.39,0.17,5,# CLABSI per 1000 line days,Not significantly different than NYS 2011 average,"(40.867522, -73.220213)"
943,St Catherine of Siena Hospital,CDI Possibly-My-Hospital Associated,2011,33,,"84,673",3.9,,,"# possibly-my-hospital cases per 10,000 patient days, not risk-adjusted",Not compared,"(40.867522, -73.220213)"
943,St Catherine of Siena Hospital,CDI Hospital Onset,2011,84,90.66,"58,665",11.89,8.81,15.66,"# hospital onset cases per 10,000 patient days at risk, risk-adjusted",Not significantly different than NYS 2011 average,"(40.867522, -73.220213)"
943,St Catherine of Siena Hospital,CDI Community Onset Not-My-Hospital,2011,50,,"14,365",0.35,,,"# community onset not-my-hospital cases per 100 admissions, not risk-adjusted",Not compared,"(40.867522, -73.220213)"
971,Catskill Regional Medical Center,SSI Overall Standardized Infection Ratio,2011,1,2.19,,0.46,0.01,2.54,,Not significantly different than NYS 2011 average,"(41.7162, -74.72208)"
971,Catskill Regional Medical Center,SSI Hip,2011,0,0.27,22,0,0,12.86,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2011 average,"(41.7162, -74.72208)"
971,Catskill Regional Medical Center,SSI Colon,2011,1,1.92,40,2.58,0.07,14.36,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2011 average,"(41.7162, -74.72208)"
971,Catskill Regional Medical Center,CLABSI Overall Standardized Infection Ratio,2011,0,0.57,,0,0,5.22,,Not significantly different than NYS 2011 average,"(41.7162, -74.72208)"
971,Catskill Regional Medical Center,CLABSI Medical Surgical ICU,2011,0,0.57,448,0,0,6.69,# CLABSI per 1000 line days,Not significantly different than NYS 2011 average,"(41.7162, -74.72208)"
971,Catskill Regional Medical Center,CDI Possibly-My-Hospital Associated,2011,7,,"16,876",4.15,,,"# possibly-my-hospital cases per 10,000 patient days, not risk-adjusted",Not compared,"(41.7162, -74.72208)"
971,Catskill Regional Medical Center,CDI Hospital Onset,2011,9,9,"9,680",12.83,4.46,28.5,"# hospital onset cases per 10,000 patient days at risk, risk-adjusted",Not significantly different than NYS 2011 average,"(41.7162, -74.72208)"
971,Catskill Regional Medical Center,CDI Community Onset Not-My-Hospital,2011,12,,"4,038",0.3,,,"# community onset not-my-hospital cases per 100 admissions, not risk-adjusted",Not compared,"(41.7162, -74.72208)"
977,Cayuga Medical Center at Ithaca,SSI Overall Standardized Infection Ratio,2011,10,4.18,,2.39,1.15,4.4,,Significantly higher than NYS 2011 average,"(42.469864, -76.536913)"
977,Cayuga Medical Center at Ithaca,SSI Hip,2011,0,1.11,103,0,0,3.11,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2011 average,"(42.469864, -76.536913)"
977,Cayuga Medical Center at Ithaca,SSI Colon,2011,10,3.07,66,16.16,7.75,29.72,"# SSI per 100 procedures, risk-adjusted",Significantly higher than NYS 2011 average,"(42.469864, -76.536913)"
977,Cayuga Medical Center at Ithaca,CLABSI Overall Standardized Infection Ratio,2011,2,1.68,,1.19,0.14,4.3,,Not significantly different than NYS 2011 average,"(42.469864, -76.536913)"
977,Cayuga Medical Center at Ithaca,CLABSI Medical Surgical ICU,2011,2,1.68,"1,310",1.53,0.18,5.52,# CLABSI per 1000 line days,Not significantly different than NYS 2011 average,"(42.469864, -76.536913)"
977,Cayuga Medical Center at Ithaca,CDI Possibly-My-Hospital Associated,2011,0,,"29,650",0,,,"# possibly-my-hospital cases per 10,000 patient days, not risk-adjusted",Not compared,"(42.469864, -76.536913)"
977,Cayuga Medical Center at Ithaca,CDI Hospital Onset,2011,13,21.3,"18,304",7.83,3.36,15.36,"# hospital onset cases per 10,000 patient days at risk, risk-adjusted",Not significantly different than NYS 2011 average,"(42.469864, -76.536913)"
977,Cayuga Medical Center at Ithaca,CDI Community Onset Not-My-Hospital,2011,13,,"6,311",0.21,,,"# community onset not-my-hospital cases per 100 admissions, not risk-adjusted",Not compared,"(42.469864, -76.536913)"
989,HealthAlliance Hospital Mary's Avenue Campus,SSI Overall Standardized Infection Ratio,2011,0,3.15,,0,0,0.95,,Significantly lower than NYS 2011 average,"(41.922234, -73.999188)"
989,HealthAlliance Hospital Mary's Avenue Campus,SSI Hip,2011,0,1.5,130,0,0,2.32,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2011 average,"(41.922234, -73.999188)"
989,HealthAlliance Hospital Mary's Avenue Campus,SSI Colon,2011,0,1.66,33,0,0,8.96,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2011 average,"(41.922234, -73.999188)"
989,HealthAlliance Hospital Mary's Avenue Campus,CLABSI Overall Standardized Infection Ratio,2011,0,0.2,,0,0,15.18,,Not significantly different than NYS 2011 average,"(41.922234, -73.999188)"
989,HealthAlliance Hospital Mary's Avenue Campus,CLABSI Medical Surgical ICU,2011,0,0.2,154,0,0,19.45,# CLABSI per 1000 line days,Not significantly different than NYS 2011 average,"(41.922234, -73.999188)"
989,HealthAlliance Hospital Mary's Avenue Campus,CDI Possibly-My-Hospital Associated,2011,0,,"19,966",0,,,"# possibly-my-hospital cases per 10,000 patient days, not risk-adjusted",Not compared,"(41.922234, -73.999188)"
989,HealthAlliance Hospital Mary's Avenue Campus,CDI Hospital Onset,2011,8,9.29,"14,019",11.05,3.55,25.66,"# hospital onset cases per 10,000 patient days at risk, risk-adjusted",Not significantly different than NYS 2011 average,"(41.922234, -73.999188)"
989,HealthAlliance Hospital Mary's Avenue Campus,CDI Community Onset Not-My-Hospital,2011,3,,"3,284",0.09,,,"# community onset not-my-hospital cases per 100 admissions, not risk-adjusted",Not compared,"(41.922234, -73.999188)"
990,HealthAlliance Hospital Broadway Campus,SSI Overall Standardized Infection Ratio,2011,0,4.97,,0,0,0.6,,Significantly lower than NYS 2011 average,"(41.926429, -73.995462)"
990,HealthAlliance Hospital Broadway Campus,SSI Hip,2011,0,0.71,53,0,0,4.91,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2011 average,"(41.926429, -73.995462)"
990,HealthAlliance Hospital Broadway Campus,SSI Colon,2011,0,4.26,84,0,0,3.48,"# SSI per 100 procedures, risk-adjusted",Significantly lower than NYS 2011 average,"(41.926429, -73.995462)"
990,HealthAlliance Hospital Broadway Campus,CLABSI Overall Standardized Infection Ratio,2011,1,2.37,,0.42,0.01,2.35,,Not significantly different than NYS 2011 average,"(41.926429, -73.995462)"
990,HealthAlliance Hospital Broadway Campus,CLABSI Medical Surgical ICU,2011,1,2.37,"1,847",0.54,0.01,3.02,# CLABSI per 1000 line days,Not significantly different than NYS 2011 average,"(41.926429, -73.995462)"
990,HealthAlliance Hospital Broadway Campus,CDI Possibly-My-Hospital Associated,2011,17,,"45,667",3.72,,,"# possibly-my-hospital cases per 10,000 patient days, not risk-adjusted",Not compared,"(41.926429, -73.995462)"
990,HealthAlliance Hospital Broadway Campus,CDI Hospital Onset,2011,48,36.43,"27,519",16.91,11.28,24.27,"# hospital onset cases per 10,000 patient days at risk, risk-adjusted",Not significantly different than NYS 2011 average,"(41.926429, -73.995462)"
990,HealthAlliance Hospital Broadway Campus,CDI Community Onset Not-My-Hospital,2011,33,,"10,120",0.33,,,"# community onset not-my-hospital cases per 100 admissions, not risk-adjusted",Not compared,"(41.926429, -73.995462)"
1005,Glens Falls Hospital,SSI Overall Standardized Infection Ratio,2011,7,8.48,,0.83,0.33,1.7,,Not significantly different than NYS 2011 average,"(43.307292, -73.646082)"
1005,Glens Falls Hospital,SSI Hip,2011,3,2.17,181,1.6,0.33,4.68,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2011 average,"(43.307292, -73.646082)"
1005,Glens Falls Hospital,SSI Colon,2011,4,6.31,164,3.14,0.86,8.04,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2011 average,"(43.307292, -73.646082)"
1005,Glens Falls Hospital,CLABSI Overall Standardized Infection Ratio,2011,0,2.36,,0,0,1.27,,Not significantly different than NYS 2011 average,"(43.307292, -73.646082)"
1005,Glens Falls Hospital,CLABSI Medical Surgical ICU,2011,0,2.36,"1,840",0,0,1.63,# CLABSI per 1000 line days,Not significantly different than NYS 2011 average,"(43.307292, -73.646082)"
1005,Glens Falls Hospital,CDI Possibly-My-Hospital Associated,2011,14,,"73,490",1.91,,,"# possibly-my-hospital cases per 10,000 patient days, not risk-adjusted",Not compared,"(43.307292, -73.646082)"
1005,Glens Falls Hospital,CDI Hospital Onset,2011,16,56.9,"47,528",3.61,1.71,6.65,"# hospital onset cases per 10,000 patient days at risk, risk-adjusted",Significantly lower than NYS 2011 average,"(43.307292, -73.646082)"
1005,Glens Falls Hospital,CDI Community Onset Not-My-Hospital,2011,9,,"14,384",0.06,,,"# community onset not-my-hospital cases per 100 admissions, not risk-adjusted",Not compared,"(43.307292, -73.646082)"
1028,Newark-Wayne Community Hospital,SSI Overall Standardized Infection Ratio,2011,2,2.01,,1,0.12,3.6,,Not significantly different than NYS 2011 average,"(43.05727, -77.09767)"
1028,Newark-Wayne Community Hospital,SSI Hip,2011,2,0.47,57,4.9,0.59,17.72,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2011 average,"(43.05727, -77.09767)"
1028,Newark-Wayne Community Hospital,SSI Colon,2011,0,1.53,35,0,0,9.67,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2011 average,"(43.05727, -77.09767)"
1028,Newark-Wayne Community Hospital,CLABSI Overall Standardized Infection Ratio,2011,3,1.23,,2.43,0.5,7.1,,Not significantly different than NYS 2011 average,"(43.05727, -77.09767)"
1028,Newark-Wayne Community Hospital,CLABSI Medical Surgical ICU,2011,3,1.23,963,3.12,0.64,9.1,# CLABSI per 1000 line days,Not significantly different than NYS 2011 average,"(43.05727, -77.09767)"
1028,Newark-Wayne Community Hospital,CDI Possibly-My-Hospital Associated,2011,24,,"19,001",12.63,,,"# possibly-my-hospital cases per 10,000 patient days, not risk-adjusted",Not compared,"(43.05727, -77.09767)"
1028,Newark-Wayne Community Hospital,CDI Hospital Onset,2011,20,17.89,"12,449",14.35,7.43,24.87,"# hospital onset cases per 10,000 patient days at risk, risk-adjusted",Not significantly different than NYS 2011 average,"(43.05727, -77.09767)"
1028,Newark-Wayne Community Hospital,CDI Community Onset Not-My-Hospital,2011,36,,"3,627",0.99,,,"# community onset not-my-hospital cases per 100 admissions, not risk-adjusted",Not compared,"(43.05727, -77.09767)"
1039,NewYork-Presbyterian/Hudson Valley Hospital,SSI Overall Standardized Infection Ratio,2011,4,4.41,,0.91,0.25,2.32,,Not significantly different than NYS 2011 average,"(41.291502, -73.893347)"
1039,NewYork-Presbyterian/Hudson Valley Hospital,SSI Hip,2011,0,2.04,120,0,0,1.7,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2011 average,"(41.291502, -73.893347)"
1039,NewYork-Presbyterian/Hudson Valley Hospital,SSI Colon,2011,4,2.37,50,8.35,2.28,21.39,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2011 average,"(41.291502, -73.893347)"
1039,NewYork-Presbyterian/Hudson Valley Hospital,CLABSI Overall Standardized Infection Ratio,2011,1,1.97,,0.51,0.01,2.83,,Not significantly different than NYS 2011 average,"(41.291502, -73.893347)"
1039,NewYork-Presbyterian/Hudson Valley Hospital,CLABSI Medical Surgical ICU,2011,1,1.97,"1,537",0.65,0.02,3.63,# CLABSI per 1000 line days,Not significantly different than NYS 2011 average,"(41.291502, -73.893347)"
1039,NewYork-Presbyterian/Hudson Valley Hospital,CDI Possibly-My-Hospital Associated,2011,11,,"34,220",3.21,,,"# possibly-my-hospital cases per 10,000 patient days, not risk-adjusted",Not compared,"(41.291502, -73.893347)"
1039,NewYork-Presbyterian/Hudson Valley Hospital,CDI Hospital Onset,2011,5,35.29,"21,709",1.82,0.39,5.15,"# hospital onset cases per 10,000 patient days at risk, risk-adjusted",Significantly lower than NYS 2011 average,"(41.291502, -73.893347)"
1039,NewYork-Presbyterian/Hudson Valley Hospital,CDI Community Onset Not-My-Hospital,2011,19,,"6,942",0.27,,,"# community onset not-my-hospital cases per 100 admissions, not risk-adjusted",Not compared,"(41.291502, -73.893347)"
1045,White Plains Hospital Center,SSI Overall Standardized Infection Ratio,2011,5,5.74,,0.87,0.28,2.03,,Not significantly different than NYS 2011 average,"(41.026387, -73.769492)"
1045,White Plains Hospital Center,SSI Hip,2011,0,2.26,218,0,0,1.54,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2011 average,"(41.026387, -73.769492)"
1045,White Plains Hospital Center,SSI Colon,2011,5,3.48,90,7.11,2.31,16.6,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2011 average,"(41.026387, -73.769492)"
1045,White Plains Hospital Center,CLABSI Overall Standardized Infection Ratio,2011,4,3.93,,1.02,0.28,2.6,,Not significantly different than NYS 2011 average,"(41.026387, -73.769492)"
1045,White Plains Hospital Center,CLABSI Neonatal ICU Level 3,2011,0,0.62,262,0,0,11.34,# CLABSI per 1000 line days,Not significantly different than NYS 2011 average,"(41.026387, -73.769492)"
1045,White Plains Hospital Center,CLABSI Medical Surgical ICU,2011,4,3.32,"2,587",1.55,0.42,3.96,# CLABSI per 1000 line days,Not significantly different than NYS 2011 average,"(41.026387, -73.769492)"
1045,White Plains Hospital Center,CDI Possibly-My-Hospital Associated,2011,25,,"78,000",3.21,,,"# possibly-my-hospital cases per 10,000 patient days, not risk-adjusted",Not compared,"(41.026387, -73.769492)"
1045,White Plains Hospital Center,CDI Hospital Onset,2011,77,102.55,"50,039",9.64,7.04,12.84,"# hospital onset cases per 10,000 patient days at risk, risk-adjusted",Not significantly different than NYS 2011 average,"(41.026387, -73.769492)"
1045,White Plains Hospital Center,CDI Community Onset Not-My-Hospital,2011,77,,"15,501",0.5,,,"# community onset not-my-hospital cases per 100 admissions, not risk-adjusted",Not compared,"(41.026387, -73.769492)"
1061,Montefiore Mount Vernon Hospital,SSI Overall Standardized Infection Ratio,2011,0,1.19,,0,0,2.52,,Not significantly different than NYS 2011 average,"(40.912461, -73.840002)"
1061,Montefiore Mount Vernon Hospital,SSI Hip,2011,,,,,,,"# SSI per 100 procedures, risk-adjusted","Not compared, less than 20 procedures","(40.912461, -73.840002)"
1061,Montefiore Mount Vernon Hospital,CLABSI Overall Standardized Infection Ratio,2011,0,0.39,,0,0,7.69,,Not significantly different than NYS 2011 average,"(40.912461, -73.840002)"
1061,Montefiore Mount Vernon Hospital,CLABSI Medical Surgical ICU,2011,0,0.39,304,0,0,9.85,# CLABSI per 1000 line days,Not significantly different than NYS 2011 average,"(40.912461, -73.840002)"
1061,Montefiore Mount Vernon Hospital,CDI Possibly-My-Hospital Associated,2011,8,,"22,893",3.49,,,"# possibly-my-hospital cases per 10,000 patient days, not risk-adjusted",Not compared,"(40.912461, -73.840002)"
1061,Montefiore Mount Vernon Hospital,CDI Hospital Onset,2011,17,15,"16,623",14.54,7.06,26.34,"# hospital onset cases per 10,000 patient days at risk, risk-adjusted",Not significantly different than NYS 2011 average,"(40.912461, -73.840002)"
1061,Montefiore Mount Vernon Hospital,CDI Community Onset Not-My-Hospital,2011,18,,"3,463",0.52,,,"# community onset not-my-hospital cases per 100 admissions, not risk-adjusted",Not compared,"(40.912461, -73.840002)"
1072,Montefiore New Rochelle Hospital,SSI Overall Standardized Infection Ratio,2011,9,4.49,,2,0.92,3.8,,Not significantly different than NYS 2011 average,"(40.913007, -73.787083)"
1072,Montefiore New Rochelle Hospital,SSI Hip,2011,3,1.82,144,1.91,0.39,5.58,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2011 average,"(40.913007, -73.787083)"
1072,Montefiore New Rochelle Hospital,SSI Colon,2011,6,2.68,52,11.11,4.08,24.18,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2011 average,"(40.913007, -73.787083)"
1072,Montefiore New Rochelle Hospital,CLABSI Overall Standardized Infection Ratio,2011,1,1.71,,0.58,0.01,3.26,,Not significantly different than NYS 2011 average,"(40.913007, -73.787083)"
1072,Montefiore New Rochelle Hospital,CLABSI Neonatal ICU Level 3,2011,0,0.07,78,0,0,103.46,# CLABSI per 1000 line days,Not significantly different than NYS 2011 average,"(40.913007, -73.787083)"
1072,Montefiore New Rochelle Hospital,CLABSI Medical Surgical ICU,2011,1,1.64,"1,282",0.78,0.02,4.35,# CLABSI per 1000 line days,Not significantly different than NYS 2011 average,"(40.913007, -73.787083)"
1072,Montefiore New Rochelle Hospital,CDI Possibly-My-Hospital Associated,2011,20,,"44,724",4.47,,,"# possibly-my-hospital cases per 10,000 patient days, not risk-adjusted",Not compared,"(40.913007, -73.787083)"
1072,Montefiore New Rochelle Hospital,CDI Hospital Onset,2011,57,40.04,"28,931",18.27,12.64,25.47,"# hospital onset cases per 10,000 patient days at risk, risk-adjusted",Not significantly different than NYS 2011 average,"(40.913007, -73.787083)"
1072,Montefiore New Rochelle Hospital,CDI Community Onset Not-My-Hospital,2011,48,,"8,750",0.55,,,"# community onset not-my-hospital cases per 100 admissions, not risk-adjusted",Not compared,"(40.913007, -73.787083)"
1097,SJRH - St Johns Division,SSI Overall Standardized Infection Ratio,2011,8,4.68,,1.71,0.74,3.37,,Not significantly different than NYS 2011 average,"(40.968345, -73.884978)"
1097,SJRH - St Johns Division,SSI Hip,2011,1,1.17,80,0.99,0.03,5.53,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2011 average,"(40.968345, -73.884978)"
1097,SJRH - St Johns Division,SSI Colon,2011,7,3.51,78,9.87,3.97,20.33,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2011 average,"(40.968345, -73.884978)"
1097,SJRH - St Johns Division,CLABSI Overall Standardized Infection Ratio,2011,5,1.92,,2.6,0.84,6.07,,Not significantly different than NYS 2011 average,"(40.968345, -73.884978)"
1097,SJRH - St Johns Division,CLABSI Medical Surgical ICU,2011,5,1.92,"1,500",3.33,1.08,7.78,# CLABSI per 1000 line days,Not significantly different than NYS 2011 average,"(40.968345, -73.884978)"
1097,SJRH - St Johns Division,CDI Possibly-My-Hospital Associated,2011,15,,"109,651",1.37,,,"# possibly-my-hospital cases per 10,000 patient days, not risk-adjusted",Not compared,"(40.968345, -73.884978)"
1097,SJRH - St Johns Division,CDI Hospital Onset,2011,30,111.72,"76,693",3.45,2.04,5.42,"# hospital onset cases per 10,000 patient days at risk, risk-adjusted",Significantly lower than NYS 2011 average,"(40.968345, -73.884978)"
1097,SJRH - St Johns Division,CDI Community Onset Not-My-Hospital,2011,32,,"18,201",0.18,,,"# community onset not-my-hospital cases per 100 admissions, not risk-adjusted",Not compared,"(40.968345, -73.884978)"
1098,St Joseph's Medical Center,SSI Overall Standardized Infection Ratio,2011,4,1.17,,3.41,0.93,8.73,,Not significantly different than NYS 2011 average,"(40.928952, -73.896536)"
1098,St Joseph's Medical Center,SSI Hip,2011,2,0.33,21,7.09,0.86,25.61,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2011 average,"(40.928952, -73.896536)"
1098,St Joseph's Medical Center,SSI Colon,2011,,,,,,,"# SSI per 100 procedures, risk-adjusted","Not compared, less than 20 procedures","(40.928952, -73.896536)"
1098,St Joseph's Medical Center,CLABSI Overall Standardized Infection Ratio,2011,1,1.03,,0.97,0.02,5.41,,Not significantly different than NYS 2011 average,"(40.928952, -73.896536)"
1098,St Joseph's Medical Center,CLABSI Medical Surgical ICU,2011,1,1.03,804,1.24,0.03,6.93,# CLABSI per 1000 line days,Not significantly different than NYS 2011 average,"(40.928952, -73.896536)"
1098,St Joseph's Medical Center,CDI Possibly-My-Hospital Associated,2011,4,,"48,913",0.82,,,"# possibly-my-hospital cases per 10,000 patient days, not risk-adjusted",Not compared,"(40.928952, -73.896536)"
1098,St Joseph's Medical Center,CDI Hospital Onset,2011,24,32.95,"37,521",9.35,5.16,15.48,"# hospital onset cases per 10,000 patient days at risk, risk-adjusted",Not significantly different than NYS 2011 average,"(40.928952, -73.896536)"
1098,St Joseph's Medical Center,CDI Community Onset Not-My-Hospital,2011,12,,"6,308",0.19,,,"# community onset not-my-hospital cases per 100 admissions, not risk-adjusted",Not compared,"(40.928952, -73.896536)"
1117,Northern Westchester Hospital,SSI Overall Standardized Infection Ratio,2011,8,7.01,,1.14,0.49,2.25,,Not significantly different than NYS 2011 average,"(41.196775, -73.724505)"
1117,Northern Westchester Hospital,SSI Hip,2011,2,1.94,188,1.2,0.14,4.32,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2011 average,"(41.196775, -73.724505)"
1117,Northern Westchester Hospital,SSI Colon,2011,6,5.08,129,5.85,2.15,12.74,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2011 average,"(41.196775, -73.724505)"
1117,Northern Westchester Hospital,CLABSI Overall Standardized Infection Ratio,2011,0,1.51,,0,0,1.99,,Not significantly different than NYS 2011 average,"(41.196775, -73.724505)"
1117,Northern Westchester Hospital,CLABSI Neonatal ICU Level 3,2011,,,,,,,# CLABSI per 1000 line days,"Not compared, less than 50 central line days","(41.196775, -73.724505)"
1117,Northern Westchester Hospital,CLABSI Medical Surgical ICU,2011,0,1.48,"1,153",0,0,2.6,# CLABSI per 1000 line days,Not significantly different than NYS 2011 average,"(41.196775, -73.724505)"
1117,Northern Westchester Hospital,CDI Possibly-My-Hospital Associated,2011,13,,"44,723",2.91,,,"# possibly-my-hospital cases per 10,000 patient days, not risk-adjusted",Not compared,"(41.196775, -73.724505)"
1117,Northern Westchester Hospital,CDI Hospital Onset,2011,13,29.09,"27,164",5.73,2.46,11.25,"# hospital onset cases per 10,000 patient days at risk, risk-adjusted",Significantly lower than NYS 2011 average,"(41.196775, -73.724505)"
1117,Northern Westchester Hospital,CDI Community Onset Not-My-Hospital,2011,21,,"9,783",0.21,,,"# community onset not-my-hospital cases per 100 admissions, not risk-adjusted",Not compared,"(41.196775, -73.724505)"
1122,NewYork-Presbyterian Lawrence Hospital,SSI Overall Standardized Infection Ratio,2011,5,4.87,,1.03,0.33,2.4,,Not significantly different than NYS 2011 average,"(40.941756, -73.836131)"
1122,NewYork-Presbyterian Lawrence Hospital,SSI Hip,2011,0,1.17,101,0,0,2.96,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2011 average,"(40.941756, -73.836131)"
1122,NewYork-Presbyterian Lawrence Hospital,SSI Colon,2011,5,3.7,89,6.7,2.18,15.64,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2011 average,"(40.941756, -73.836131)"
1122,NewYork-Presbyterian Lawrence Hospital,CLABSI Overall Standardized Infection Ratio,2011,11,2.88,,3.82,1.91,6.84,,Significantly higher than NYS 2011 average,"(40.941756, -73.836131)"
1122,NewYork-Presbyterian Lawrence Hospital,CLABSI Medical ICU,2011,11,2.88,"1,923",5.72,2.86,10.24,# CLABSI per 1000 line days,Significantly higher than NYS 2011 average,"(40.941756, -73.836131)"
1122,NewYork-Presbyterian Lawrence Hospital,CDI Possibly-My-Hospital Associated,2011,16,,"41,604",3.85,,,"# possibly-my-hospital cases per 10,000 patient days, not risk-adjusted",Not compared,"(40.941756, -73.836131)"
1122,NewYork-Presbyterian Lawrence Hospital,CDI Hospital Onset,2011,59,41.58,"21,946",18.21,12.68,25.25,"# hospital onset cases per 10,000 patient days at risk, risk-adjusted",Not significantly different than NYS 2011 average,"(40.941756, -73.836131)"
1122,NewYork-Presbyterian Lawrence Hospital,CDI Community Onset Not-My-Hospital,2011,75,,"11,177",0.67,,,"# community onset not-my-hospital cases per 100 admissions, not risk-adjusted",Not compared,"(40.941756, -73.836131)"
1129,Phelps Memorial Hospital Assn,SSI Overall Standardized Infection Ratio,2011,2,4.72,,0.42,0.05,1.53,,Not significantly different than NYS 2011 average,"(41.107721, -73.859612)"
1129,Phelps Memorial Hospital Assn,SSI Hip,2011,1,1.99,234,0.58,0.01,3.23,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2011 average,"(41.107721, -73.859612)"
1129,Phelps Memorial Hospital Assn,SSI Colon,2011,1,2.73,68,1.82,0.05,10.12,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2011 average,"(41.107721, -73.859612)"
1129,Phelps Memorial Hospital Assn,CLABSI Overall Standardized Infection Ratio,2011,1,0.93,,1.08,0.03,6.02,,Not significantly different than NYS 2011 average,"(41.107721, -73.859612)"
1129,Phelps Memorial Hospital Assn,CLABSI Medical Surgical ICU,2011,1,0.93,722,1.39,0.04,7.72,# CLABSI per 1000 line days,Not significantly different than NYS 2011 average,"(41.107721, -73.859612)"
1129,Phelps Memorial Hospital Assn,CDI Possibly-My-Hospital Associated,2011,8,,"62,289",1.28,,,"# possibly-my-hospital cases per 10,000 patient days, not risk-adjusted",Not compared,"(41.107721, -73.859612)"
1129,Phelps Memorial Hospital Assn,CDI Hospital Onset,2011,40,47.85,"45,245",10.73,6.86,15.92,"# hospital onset cases per 10,000 patient days at risk, risk-adjusted",Not significantly different than NYS 2011 average,"(41.107721, -73.859612)"
1129,Phelps Memorial Hospital Assn,CDI Community Onset Not-My-Hospital,2011,27,,"9,414",0.29,,,"# community onset not-my-hospital cases per 100 admissions, not risk-adjusted",Not compared,"(41.107721, -73.859612)"
1139,Westchester Medical Center,SSI Overall Standardized Infection Ratio,2011,17,15.68,,1.08,0.63,1.74,,Not significantly different than NYS 2011 average,"(41.08945, -73.78256)"
1139,Westchester Medical Center,SSI Hip,2011,2,1.92,91,1.21,0.15,4.36,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2011 average,"(41.08945, -73.78256)"
1139,Westchester Medical Center,SSI Colon,2011,7,5.23,88,6.63,2.67,13.66,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2011 average,"(41.08945, -73.78256)"
